File_name,ram_percent,ram,flash,Code,RO_data,RW_data,ZI_data
startup_gd32f407_427.o,92.210716%,2048,428,36,392,0,2048
tasks.o,2.926610%,65,233,168,0,65,0
app_debug.o,1.350743%,30,424,410,0,14,16
protocol.o,1.260693%,28,282,282,0,0,28
mc_w.l,0.540297%,12,2868,2856,0,12,0
systick.o,0.540297%,12,144,144,0,0,12
app_servo.o,0.450248%,10,364,364,0,0,10
mvars.o,0.360198%,8,8,0,0,8,0
stdout.o,0.180099%,4,4,0,0,4,0
system_gd32f4xx.o,0.180099%,4,534,530,0,4,0
